id	text	label
122	Wij hopen beide voor Lenny dat het een lief meisjen is. Met een goed karakter natuurlijk, das heel belangrijk. Hij is eigenlijk al heel lang op zoek en ja… Misschien lukt het nu voor hem eh.	3
123	We hebben al zo veel gedaan op zo’n korte tijd. We zijn zo’n hechte groep geworden, vind ik. We zijn nog geen week weg, of net een week weg. Dus euh, ja. Zot.	3
124	Maar nu, als ik u ga terug laten gaan naar uw cel… Ik ga nie beweren da je kalm kan zijn ma der gaan toch geen ongelukken gebeuren eh?	2
125	Das ietske da los ligt om omdak nie meer weet hoe dak het erin moe steken.	0
126	Sinds net voor Kerstmis eigenlijk zijn wij nie meer getrouwd en da is even een heel moeilijke periode geweest vo mij.	5
127	Toch ongelooflijk. Der durft hier geen een zeggen aan een gedetineerde datn moe zn haar knippen.	1
128	Er zullen wel dingen… Maja zulke dingen vind ik wel goe. Vind ik wel wijs.	3
129	Ik ga die direct op instagram zetten eh, goed?	3
13	Doen, Joke. Doen. Echt, ik sta derachter. Ik steun u.	3
130	Toen we dees zagen, waren we heel blij. Ge hebt een dak boven uw kop, nie iedereen heeft da hier en ja. Ik vind da ook een heel proper huis tegenover de andere da we hier allemaal zien.	3
131	Ik vond da een van de beste momenten van mijn leven da we daar aankwamen en… Die bus en al die kinderen en zo. Oh.	3
132	Jazeker, omdat het gewoon onterecht is. Het is echt onterecht dit.	1
133	Ibiza! Woooh!	3
134	Das heel mooi beschreven.	3
135	Franky heeft ons ook een bikke wakker gehouden, want die snurkt wa.	0
136	Nee, da is keisip.	5
137	Eindelijk ga ik vannacht in een goe bed slapen. Amai. Die flutmatrasjes, kga ze nie missen. Voila.	3
138	Met mij gaat het heel goed. De afgelopen periode heb ik eigenlijk hetzelfde beleefd als de periode voor de trouw dus ik heb eigenlijk een heel stabiel leven. 	3
139	Mijn telefoon ligt hier op te laden, zeker?	0
14	Tis een beetje een cursus stressbestendigheid.	2
140	Ik probeer zoveel ik kan mezelf te zijn.	0
141	Ja. Das rap eh.	3
142	Ik ben wel trots op u  da ge deraan hebt meegedaan.	3
143	Ik denk dat we hier een heel sterke match hebben.	3
144	Ge kunt nogal dansen godverdikke.	3
145	Dus dit is den eerste keer dat we onze junior echt zo loslaten.	4
146	Jaaa! Komaan!	3
147	Het leukste ja vind ik nog altijd z’n enthousiasme ook en zijn lach en ook echt een levensgenieter. Kdenk da we daar op da vlak der sowieso ook tzelfde in in alé int leven staan. Ma vooral ook da Victor iemand is da ik nu, na mijn gevoel, volledig kan vertrouwen ook. Altijd.	3
148	Kdacht dak da mega leuk ging vinden en dan na een uur dacht ik van “oh my god wanneer ist lunchpauze? Want da ga hier nog drie uur duren”. Kwas echt blij toen da de bel afging.	1
149	Oh, top! Nee? Echt wel chill, eh?	3
15	Oh allee da besta nie!	3
150	In Nederland weet ik, als je met zoiets wordt gepakt weet ik dan sta je na twee dagen buiten, maar hier komen ze al gelijk met: ja je bent een dealer bla bla bla dit dat. Ik vind het allemaal euh een heel klein beetje overdreven. En zo’n ouderwetse gevangenis, ja das echt…	1
151	Ik heb alleszins zin in euh hetgeen da nu ga komen. Kheb er momenteel een positief gevoel over. Dus euh… ja ik kijk er wel naar uit, de komende weken.	3
152	Ja voilà. Daar kwam je goed uit de verf. Fancy kostuum, chique schoentjes…	3
153	Das wel efkes wennen age zo tijdje alleen zi geweest.	5
154	Ik neem mij altijd voor da ik mij zo goe mogelijk ga gedragen omdat ik geen, tegenover die mensen da hier werken die da elke dag doen, echt geen verwende prinses wil zijn. Ik probeer mij da echt voor te nemen ma als ge zo moe zijt dan denkt ge echt “fuck it” en dan zijde zo slechtgezind als wa.	1
155	Oké mevrouw, maar dan moet u ook zeggen dat hij niet moet moeilijk doen tegen mij. De attitude van die chef tegenover mij is…	1
156	In Nederland zat ik toen ik achttien was voor een gewapende overval. Daar heb ik uiteindelijk zeven maanden voor gezeten. En toen ben ik naar hier gekomen om mijn leven op te pakken en nu zit ik weer hier zo, helaas.	5
157	Goeie feesten.	3
158	Dat aftellen, da zegt mij niks.	5
159	Dit is echt vatsig.	1
16	Da lukt echt langs geen kanten!	1
160	Alé, Milan die stil is. Zo hebk hem nie meegemaakt op reis.	3
161	Ja ma, diejen die het nie kan komt er hier nie aan eh.	1
162	Het stinkt eh allemale. Zorg dawe geen zulke dingen meer zien of ge gaat er nie lange zitten eh.	1
163	Jij zal worden vrijgesteld en gerepatrieerd naar Italië.	0
164	Ma ge kunt die energie ook op een positieve manier gebruiken. Kijk, als ge die boosheid voelt van, van de op een positieve manier te gaan gebruiken door in dialoog te gaan.	0
165	(wijst) Een giraf!	3
166	Da vond ik echt verschrikkelijk want ge zijt daar ook met dieje geur. Ik vond da echt een vieze geur. Ik kon daar echt nie zo goe tegen. En dan die steken zo wa in uw handen en dan had ge die locals die da zo goe kunnen en die daar zo wa op uw vingers stonden te kijken van “wa zijn die eigenlijk aant doen?”. 	1
167	Ma ge merkt dat da dan nie lukt. Nja da zijn geen prettige gesprekken eh da.	5
168	Dit is Jolien. 29 jaar. Uit Limburg afkomstig, woon in Brussel. Zeer sportieve dame, zeer assertief met heel wat pit in haar die misschien wel de gave bezit om Lenny soms een beetje onder controle te houden.	0
169	Ik was het een bikke vergeten hoe erg dat het eigenlijk nog was in de wereld. En het is niet de enige plek, he. We zien het nu heel up close, maar da gaat hier in alle omstreken zo zijn he. Eigenlijk…	5
17	Nogal lui en, en… Soms ongeïnteresseerd ook. Da ik denk, Britt leesde gij nu nooit een gazet? Da stoort mij soms. Nooit nat journaal kijken, nie willen weten wat er in de wereld gebeurt. Euh ja. En da komt zo oppervlakkig over. Zo van…	1
170	Ik ben enorm klaar vo te trouwen. Ik kan eigenlijk nie wachten bij wijze van spreken, dus die data mag hier heel rap gaan zijn.	3
171	Ik kom uit een euh een warm gezin. Mijn ouders zijn toch al heel lang getrouwd. Tis een heel warm, goed koppel. Tzijn ook mensen die echt wel pro-huwelijk zijn. En zo wil ik het ook wel voor mezelf.	0
172	Ja ik ben heel proper.	0
173	Ja. Ik zou hier echt nie, nie willen nie kunnen… Nooit. Ik wil dit ook… Ik kan het nie zien, ik kan het gewoon nie zien hoe da mensen hier leven. Ik vind da echt verschrikkelijk.	5
174	Ik denk da nie veel mensen da zouden durven om zich compleet open te stellen.	0
175	Ahaha en met al da geknor derbij. Geweldig.	3
176	Maar op een gegeven moment moeje echt zeggen alé moeje echt eerlijk zijn over uzelf en de andere en zeggen ja het blijft weg en ja. We moeten echt wel een beslissing gaan nemen.	5
177	Da was zalig.	3
178	Het kot serieus dichtbij. Tis spannend. Nu begint… aleja kwas nie zo zenuwachtig. Nu begint die stress toch wel een klein beetje te komen eigenlijk. Hoe dichter dat den trouw komt, hoe meer stressy dak word.	2
179	Ja. Kweetet. Op het moment da ze da zeggen eh “nog vier weken” en dan denkte van gohja das nog veel ma… Goh alleen als ik er al aan denk, dan ist echt wel stress. Nog twaalf dagen. Twaalf dagen en ik zin ne getrouwde man.	2
18	Ik heb het moeilijk met superveel indrukken tegelijk op te doen. Ge hebt fabrieken, ge hebt families, en de andere omgeving en das allemaal heel veel. Dus ik moet da, ja, ik moet da wa in mij opnemen en wa laten bezinken en dan… Allee, ik vind da, vo mij is da… veel tegelijk gewoon.	5
180	Auwch.	0
181	Kweetet, ma nu ebjet wel helemaal na de knoppen geholpen eh.	1
182	Zeg, doe es… Stel u es nie zo onderdanig op.	1
183	Nee, da lijkt mij… ja verschrikkelijk om een kind op de wereld te zetten en te beseffen… ja da ge da eigenlijk niks kunt geven. Kword er emotioneel van omda ja, ge wilt voor uw kind het beste. Ook, ook die mama die met da kindje op haar rug.	5
184	Oh my god, het is echt.	3
185	Totaal nie. Tga echt een ontnuchteringsles worden.	2
186	Sorry ma ik blijf het echt een grappig beest vinden.	3
187	Wenen, roepen, wenen.	5
188	Wat ik nie begrijp is, van waar heeft hij die verhaaltje? Hij heeft da uit zn duim gezogen. Moest ik zoiets willen doen, mevrouw, ik ga da nie doen voor zijn neus. Ik ga, ik ga da rustig prepareren…	1
189	Khad het voorspeld eh. Khad gezegd tegen Lenny: Je ga hilarische momenten hebben op reis.	3
19	Wij hebben daar een feestmaal gekregen, dus ik ben daar wel dankbaar voor da ze da voor ons willen doen eh en da ze daar zo veel moeite in steken. Het was ook heel lekker. Ik heb heel goe gegeten.	3
190	Khen ik lik gehoord daj gie zelve gestopt zijt me werken in het medisch centrum.	0
191	Het strand in Sri Lanka met de zonsondergang, gasten.	3
192	Oh my god. O nee, da kan nie. Echt?	3
193	Heerlijk, opt terras, goei weer.	3
194	Ma ik leer wel bij ze, tis da. Omda ik zo lang single ben geweest, ge hebt zo uw eigen gewoontes gekweekt en jah ik was de laatste jaren was ik echt wel enorm versaaid om het zo te zeggen dus euh…	3
195	En ja dat is een spelleke eh tussen cipiers en tussen gedetineerden. Als je gepakt wordt, ja dan ist euhm… Als ik gepakt word, is het aan mij om die verantwoordelijkheid op te nemen eh.	1
196	Is da ne tuktuk?	3
197	Joa, ik ben een filmfreak zelfs. De dag dat ik opgepakt ben, had ik denk ik thuis iets van 900 dvd’s staan. Ze zijn uitgewreven, onze kasten.	3
198	Ik krijg hier echt zo het gevoel van zo dit is echt het begin van het einde van de wereld.	1
199	Ik kijk zelfs op immowebsites om gewoon bij mensen aan house perving te doen dus euh…	3
2	Ja kvind wel spannend. Das zo ineens euh de vuurdoop.	2
20	Bwa, ça va.	0
200	Ik vond da wel hallucinant hoeveel heisa dat daarover was.	1
201	Nee ik ben geen fan.	1
202	Hoe dat die mensen leven das toch nie… das toch nie groot… das nog nie… das amper, nog nie zo groot of mijn tuinhuis. Int midden van euh… een vuilnisbelt of alé of… een metaalverwerkings… Zis hier zelfs gewoon bevallen van euh… Twee maanden geleden, oh man. Da is absurd gewoon.	5
203	Ja superhecht, wij zijn gewoon… We zijn vaak echt zo als een hele roedel aan het…	0
204	Ma tis nog nie te laat eh Wilfried. Vandaar da we deraan moeten werken. En we kunnen nie anders eh, we moeten da gewoon doen eh. Uw leven buiten moe terug op de rails gezet worden.	3
205	Ik hoop dat het niet voor deze nacht is.	5
206	Ah dus nie naar mijn cel ofwa? Oh ik snap nie, mevrouw, ik zou graag in mijn cel blijven ikke.	5
207	Khad da gehoopt eh. Hehehehe. Ma zis eiglik vree snel in haar oude patroon hervallen, ja.	3
208	Ik had echt nie verwacht dat ik zo geraakt zou zijn door dingen deze reis. Echt nie. Ma ik ben echt super-, super-, superblij en dankbaar da ik… Ik zie u ook wenen. Super-, superblij en dankbaar da ik, da ik mee ben gegaan op deze reis. Ik ga dit echt… Oh ik ben in clichés aant spreken ma ik ga dit echt nooit vergeten.	3
209	Ja. Da zegt mijn mama wel altijd da ik mijn Afrikaans ritme nog heb.	3
21	Kben een bitje emotioneel.	5
210	Ik krijg er gewoon buikpijn van als ge dees moet doen zeg.	1
211	Zo da. Ik wil iets doen. Ik wil iets doen. En das wel schoon eh.	3
212	Hey Tamara, kben ekik hier eh. Ik heb euh eindelijk positief gekregen euh dus ik denk da wij elkaar wel heel snel gaan zien.	3
213	Ja tuurlijk, het is men eigen schuld, maar ik vind het een beetje overdreven. Ik word in een club gepakt. Als ik een dealer zou zijn, zou ik zo’n stapel geld bij mij hebben. Dat had ik niet. Hoezo? Ik heb alles op mijn bankpas, omdat ik netjes werk. Zo.	1
214	Ik voel mij heel goe bij Tim. Hij geeft mij echt een, een beschermend, gerust gevoel. Kverschiet er soms van hoe dak in deze fase al echt zo… Ja, mezelf kan zijn.	3
215	Tis ne mooie auto.	3
216	Toen ik hier vijf weken geleden bloednerveus op jou stond te wachten, had ekik nooit gedacht dat er zo een fantastische persoon door die deur ging komen.	4
217	Geen idee. Ik ga er nu op duwen, sebiet trrrrr.	3
218	Tis allemaal heel veel da ineens op u afkomt.	5
219	Da mis ik enorm ja, da slapen in zijn armen. Dan zegt hij van: how, ge zij sterk. Nog twee weekskes, tis bijna gedaan. Love you.	4
22	Ik ben geboren in een kapkar, lik da de cowboys vroeger. En euh daarin een bed of twee gemaakt. En wij slaapten daarin en moeder en vader van voren. En ’s morgens, tegen de morgen begint dat te vriezen. En dikwijls was ons slaapkleed daartegen bevroren en moesten we deraan trekken. Das ook geen leven eh.	5
220	Ik zin nu koffie ant maken voor men celmaat die seffes naar hier komt. Dan ga ik hem een tas aanbieden eh, als welkom in de cel.	3
221	Ik had da nie verwacht da ik zo elke keer zo, da gevoel van onrechtvaardigheid ging voelen. Bij Isham was da gewoon hoe dat die deed, en hier wast gewoon zo het verschil tussen man en vrouw. En dan staan dieje zo etwa, in mijnen ogen, echt bullshit te verkopen tegen ons. Ja…	1
222	Ik voelde gewoon echt ja, de grond onder mijn voeten wegzakken. Da was zo ik ik ik… Ik ik kreeg ja euh… Ik voelde al… Kvoelde alles vollopen. Oh man toch.	5
223	Nee, totaal… Ja. Nee eiglik, nee. Ge kunt echt nie inbeelden hoe dat er hier uitziet. Fuck. Das toch ook kei erg ik ben gewoon… Dak zo, ja… Eiglik gewoon aan het wenen ben vlak voor hun huis. Die moeten toch ook beseffen van amai hoe erg moeten wij da hier vinden? Oh ik snap da echt nie.	5
224	Mijn speech gak in mijn binnenzak steken dak da zeker nie vergeet. Dan zijn we zeker?	2
225	Het is nie zo simpel.	0
226	Manneke toch.	3
227	Ja, ik vind da echt nog wel chill. En het ding is, wij kunnen overal slapen. (wordt geraakt door een tak) Oh! Voila. Dus ik zie ons echt gewoon zo shiften doen en slapen.	3
228	Maar ik voelde daar ook van ja, ma eiglik mis ik die nie genoeg en da was wel een heel jammer besef da ge zo die persoon nie genoeg mist op reis. En das wel… Ma ik vond da zo hard ook.	5
229	Ik euh weet het eiglik nie.	0
23	Ik doe da wel graag ja. Das één van mijn saaie bezigheden.	3
230	Ik kant ma proberen eh.	5
231	Kzie u graag.	4
232	Ja waanzin gewoon. Waanzin. Al die kindjes en mensen die euh reiken naar u, echt die u willen aanraken euh… tis onwaarschijnlijk. 	3
233	Superchill.	3
234	Bij ma gaat da toch nog efkes duren maja.	5
235	Zie je wa ik bedoel? Waarom geef je mij nu geen kans om met een uitgang… Waarom nie? Alé…	1
236	Ik word nu gewaar: als het zeven jaar nie gewerkt heeft, waarom zou het nu op zeven maand ineens wel werken? Daar… Ik kan het nie geloven. Oké, tkan zijn da gundr nog een toverstokske hebt hier of daar, ma ik geloof er nie meer in.	5
237	Men moeder deed leuren en kermissen. Ja een beetje van alles om rond te komen. Twaalf kinderen in een woonwagen, ge weet dat ook hoe dat dat is eh.	5
238	Ja twas echt… Twas echt… Het plaatje was compleet. Het was echt zo… ja gewoon een keileuke sfeer, een keileuke euhm… man met heel veel humor.	3
239	Kga da nooit vergeten, ma der zat iemand op een terras en ik kom daar me mijn man. Mooi weer, het terras zit vol, en die dame sta recht en roept zo van: hé, Aagje, tis hier beter dan in de bak eh? Zo… doef. Ik zo helemaal gegeneerd zo van, ja oei, nu gaat iedereen denken dat ik ook uit de gevangenis kom.	5
24	Dit is wa ik wel verwacht had.	5
240	Ik volgde hiervoor Crea, Spaanse les, maar er zijn nog andere workshops enzo. Als da mogelijk is, dan wil ik na verloop van tijd euh gewoon gaan wandelen.	0
241	Tga nog een lang jaar worden jong. Pas op, voor mij gaat da hier moeilijk zijn. Ge komt in enen keer in een wereld terecht, waar dat er niemand nog zegt tegen mij “hé gij moogt da nie”. Daar moet ik ook nog mee leren omgaan eh. Ja kijk, ik word hier weeral kwaad.	5
242	Het grappige is da mijn vrienden zeiden van tuurlijk ge zijt erbij. En ik nee nee nee. Amai, ja. Ja kvind vree wijs.	3
243	Dus die verschillen ja die waren der van int begin. We merkten die ook wel ma… Ja die bleken dan toch iets zwaarder door te wegen dan dan ja dan ge dacht. En dan ja liep da toch nie zo goed eh.	5
244	Ja Céleste was echt de kindermagneet eh op reis.	3
245	Kwou dak mee kon.	5
246	Ik heb tegen men eigen gezegd van, als ik dat ier nie kan zien sterven, als ik men eigen zo ga gedragen, dan vind ik da ik nie da recht heb om da te eten ook nie.	1
247	Courage.	4
248	Hallo. Dit is Joke. En Joke is een grote catch, want ze ziet er goe uit, ze kan goe koken, zis een prachtige, prachtige…	3
249	Ik vond da heel mooi.	3
25	Gelukkige verjaardag, Marie-Louise. Alé toe, kom al hier.	3
250	Hele domme fout van mij. Ja ik geef het eerlijk toe. Maar ik vind gewoon dat ik overdreven gestraft word.	1
251	Yes, ondergoed. Handdoeken. Ma Kkitsch toch of nie? Da vink er echt over, da bed.	3
252	Ze zijn medu ant lachen Bessie.	3
253	Dus tis eiglik verkeerd gelopen deze keer met euhm een gesprek in de cel die een beetje geëscaleerd is blijkbaar. En dan ister vastgesteld da jij een koffiekop in een sok wilde steken als slagwapen.	0
254	Dees is zot. Letterlijk.	3
255	Kga de tv afzetten.	0
256	Ze maken een crimineel van mensen. Echt. Mensen komen binnen soms voor niks. Na een jaar, twee jaar ze komen buiten, onschuldig verklaard. Ze zijn alles kwijt: vrouw, kinderen, werk, dit dat. Wat moeten ze dan gaan doen? Wat moeten ze dan gaan doen? Negen van de tien tuurlijk gaan die het criminele pad op omdat ze geen uitweg meer zien. Dus ja, we zullen zien eh.	1
257	Ja den openingsdans was euh vrij intiem, vrij fijn. Ja nie vrij, was gewoon heel fijn. Zelf om, om haar dicht tegen mij te hebben. Twas euh… tgaf mij een goed gevoel. Ja twas nen warme dans. Twas euh oprecht. Kdenk dat da het voornaamste was.	3
258	Ewel girlpower.	3
259	Twas wel zo en ze hebben mij ton opgepakt. Een beetje jammer wel, aja, ma tis beter dak der vanaf ben, want dan kan ik terug me mn leven beginnen eh.	3
26	Eigenlijk was da verhoor gewoon voor slagen en verwondingen, maar ze zeiden ineens: ja tis iets anders geworden dusja... Da was wel efkes…	5
260	O nee, ik ben bang. Ik ben echt bang.	2
261	Ja zeker. Echt, het liefst wel.	1
262	Ja nie lange. Maja, tis er wel geweest.	5
263	Ik heb da nooit gehad. Twas wel efkes wennen toen dak hoorde dat die ja, wel een hondjen had en ja da we daar ook wel daar rekening mee moesten gaan houden.	2
264	Want wij werden zo gehypet als hét koppel.	3
265	Ge zijt kwaad, ge zijt verdrietig, ge voelt u machteloos, ge voelt u… goh moe, ge voelt u uitgeput ma mentaal, fysiek alé snap je? Ge staat daar zo en ge hebt nog geen halve euro verdiend. Die mensen staan daar elke dag zo. Zo nie weten wat de dag brengt, dag tot dag.	5
266	Joehoe! Je bent al aan het afzien van het gewicht op uw rug.	3
267	Ja. Ik word er ook echt zo wa stil van.	4
268	Uiteindelijk ist veel leuker om euh… om uw leven te delen met iemand. En iemand gelukkig te kunnen maken. Dus we zijn begonnen aan het avontuur. En euhm… ja. Waar het gaat eindigen, da weten we nog nie. Ma deze dag was in ieder geval echt leuk.	4
269	Den 31ste december zou kik verlof pakken.	0
27	O Joke, die bloemekes!	3
270	Eh ma wa toch onvoorstelbaar is, is da hun dochter dus ervoor zorgt da zij nog kunnen leven.	5
271	Ik voel de hernia in menne rug al, echt waar. Ik heb geen plaats. Ik zit er me mijn knie tegen.	1
272	Ja. Ja en nu is da eigenlijk twee maanden geschorst. Maja tis stom eh.	5
273	Ohhhh, hebt ge da gezien?!	3
274	De toekomst? Daar kijk ik nou niet naar. Nu ook, het contact met mijn vader dat is ook klaar. Dus…	1
275	Das mijn 3D. Ge ziet het zelf eh, wa da ge hier allemaal zie gebeuren. Mensen da passeren, auto’s daar aan den overkant, mensen da komen tanken, achter brood. Der is altijd wel iets te zien, das dag en nacht hiere. Das es iets anders dan altijd op die vier muren kijken. Zie, das… Das precies of ge naar een aquarium kijkt. Ja maja.	3
276	Ik ben gelukkig. Kben thuis.	3
277	Das wel glamorous. Alé das echt… daar gade in schitteren. 	3
278	Der is toch iets, iets aangewakkerd waarin ze zeggen van oke we kunnen der niets aan doen en we voelen toch da onrecht en… 	0
279	Ohhh. Ja ge zijt daar ant wachten en elke minuut duurt gewoon uren. En euh… da zweet komt op, ge maakt u nog meer zenuwen. Da was gewoon doodgaan daar eh. Tmag gaan beginnen. Echt. Pff.	2
28	Voorwaarden? Volgen. Voorwaarden nie volgen? Gevang.	1
280	Ik zie da zo neig veranderen en ik loop daar nie in mee. Dus als ekik dan die 36 uur es buiten zij is da voor mij wel… Das heel anders, versta je? Ge kunt da moeilijk uitleggen.	5
281	Go with the flow eh.	3
282	Ja das moeilijk.	5
283	Dus ge hebt echt iemand gevonden die bij mij past?	3
284	Wa willen ze? Dak hier buitenga, een overval ga doen en het geld op tafel leg? Ja dan zik der van af.	1
285	Da komde in België nie tegen zoiets. Echt nie.	1
286	Oh. Oh da doe deugd.	3
287	Eiglik zie kik da gewoon totaal nie zitn, zegt hij, vrijkomn.	0
288	Da ga een avontuur worden, denk ik. Want euh… kdenk dak misschien mijne kop efkes onder et water ga steken ma echt zo een uitgebreide douche gaan ik hier nie nemen denk ik.	2
289	Ik heb het totaal nie onder controle van euh... Tjah, ik denk dat ook logisch is. Tis zo spannend. Je weet totaal nie me wie je ga trouwen. Tis eigenlijk een heel onrealistisch gegeven.	2
29	What the fuck is da voor ons?	3
290	Ja ja ja. Ma ik vind het toch aan de andere kant… zo toch wel die zucht toen ik binnenkwam dat ik terug euh die modus van de gevangenis weer kon oppakken, want das eigenlijk wel het gemakkelijkste voor mij hier eh. Alé snapte wat ik bedoel?	5
291	Ow. Volgens mij ebt ge hier echt wel zo geduld voor nodig en jah da heb ik nie.	1
292	Goh ik denk da wij alle vijf fantastische vrouwen zijn dus we gaan sowieso op onze pootjes terechtkomen.	3
293	Dak dan dacht zo oh das zo zonde. Want ik heb die wel supergraag.	5
294	Ik denk nie da iemand wordt geboren en droomt ’s nachts over hier te komen zitten en te naaien. Da is onmogelijk. Tis geen leuk werk maar voor veel van die mensen hier is het werk.	1
295	Doe da goed.	4
296	Een van de andere activiteiten da ik regelmatig doe int weekend, is gaan wandelen int bos.	0
297	Ik denk da, da Marie daar zelf een van de meeste als ons daar het meeste mee bezig is zelf. Ma ge toont da misschien nie zo hard.	0
298	Ik kan nie zeggen dat ik het het mooiste hondenras vind dat er bestaat. Ik zou zelf eerder voor iets anders kiezen. Ma zis eiglik zo lelijk da ze zo schattig wordt.	3
299	Over en weer stappen, schuppen. Ma dees is gewoon in de kak trappen met water.	1
3	Als ik één dag werk in, in, in de horecazaak waar ik sta, dan verdien ik meer… dan verdien ik bijna 70 euro. En das hier een maandloon en 3 euro 75 wij draaien daar, wij komen daar ons bed nie voor uit eh. Da vind ik hallucinant.	1
30	Ik vind da ranzig. Ik vind dees echt… Het ziet er echt nie smakelijk uit en wij hebben die gisteren gewoon levend uit zo’n pond moeten halen.	1
300	 …en ik vind da zielig.	5
301	En dan kunnen we ne keer een schone korte coupe laten inzetten.	3
302	Ik zit nog nie echt terug in het vrijgezellenleven denk ik. Ik ben wel terug vrijgezel maar euhm… ja. Alles is nog maar net afgelopen dus tis eventjes terug rustig. Euh… Alles laten zijn gang gaan, het gewone leven terug oppikken eigenlijk.	5
303	Ja ik ga het heel kort houden. Ik wil euh… Jolien bedanken om hier vandaag te zijn me mij. Ik ben aangenaam verrast. En ik hoop gewoon da iedereen hem ongelooflijk amuseert vandaag en we gaan er gewoon een feestje van maken.	3
304	Allee maat. Zie zie zie zie zie. Buuuuh! Hou die es vast. Die is helemaal warm.	2
305	Ik vind da supermoeilijk om te zien dat die mensen tzelfde zijn maar totaal andere levens hebben en da ge er eiglik weinig aan kunt doen. Vind ik superfrustrerend en ja kzit daar vaak aan te denken.	5
306	Dan hoop ik echt dat da iet goe is ze, want als da slecht eten is, dan is mijn dag echt na de knoppen.	2
307	Kijk daarnaar. Wat een droom is da hier.	3
308	Ik weet nie waar ik ben. Verdwaald. Aan het schreeuwen bij de duisternis.	5
309	Jamaja de middag… Tis vijf uur. De kwartierchef ga kijken voor al je gerief, daje al je gerief krijgt.	1
31	Gezellig, met z’n allen door de stront stappen. Kakjob. Ze hebben hun twee netten al klaar. Ik word gewoon vermoeid van dat da zo saai is, maat. Tis precies die fabriek weer, jonge. Gisteren, we waren echt nog zo bezig. Echt bezig bezig. 	1
310	Twee jaar vraagt ie al vo kreeft, kreeft. En dan pest hij mij alstie op verlof komt: nog gene kreeft? Nog gene kreeft? Ma nu had ik er van de week gehaald en ik zei hem da gisteren.	3
311	Nu euh… beginnen de zenuwen toch wel toe te slaan dus euh… ik ga heel, heel content zijn als mijn getuige hier is dak euh een beetje afleiding heb, dak een beetje kan babbelen want euh… Het wordt euh, het wordt echt spannend.	2
312	Oei, is hij zo slecht?	2
313	O nee da gaat een hel zijn.	2
314	Oh ik snap jullie nie. Nee, ikke totaal nie.	1
315	Ja ,ik heb eigenlijk wel nog goe geslapen. Aangezien da, euh, de man hier ons hangmatten kwam geven. Dus we hebben daar dan gewoon in geslapen eigenlijk. En een heel klein beetje de wacht gehouden.	3
316	Ja das moeilijk om euh ware liefde… Ma… Ja. Ik denk da wel, alsk gewoon naar u kijk dak kan zeggen van all right. Das mijn vrouw.	4
317	Ik heb kippenvel, nee.	5
318	Oke da is… Nah da ga na net ene te ver vo mij. Ge moogt mij men bed afpakken, men dak, legt mij in men bloot gat op de grond, prima. Ma pak mij, pak mennen sanitair, mennen sanitair da moe juust zijn.	1
