id	text	label
aal04 17 02	American Airlines recently changed its intended configuration for the 737 MAX 8 , ensuring that each row will have at least 30 inches of legroom	0
aal04 18 00	adding two rows of seating , American Airlines	0
aal04 18 01	American Airlines will shrink its extra-legroom Main Cabin Extra section by one row	1
aal04 19 00	damage to American	1
aal04 19 01	a wise trade-off , as a move to 29 inches of seat pitch in even a few rows could have done significant damage to American	0
aal04 20 00	economy-seat legroom will still shrink	1
aal04 20 01	frequent fliers may have fewer upgrade opportunities	1
aal04 21 00	JetBlue Airways and Southwest Airlines - - which were originally conceived as discount airlines - - are now perceived to have better	0
aal04 21 01	JetBlue and Southwest have an edge	0
aal04 21 02	JetBlue Airways and Southwest Airlines - - which were originally conceived as discount airlines	2
aal04 21 03	better service than the legacy carriers	1
aal04 22 00	the most legroom in the industry	0
aal04 23 00	JetBlue offers at least 32 inches of seat pitch on all of its planes	0
aal04 24 00	Southwest Airlines ' 737 - 700s have 31 inches of pitch	0
aal04 24 01	Southwest Airlines ' 737 - 700s have 31 inches of pitch , but the 737 - 800s that represent a rising proportion of its fleet have 32 inches of pitch	0
aal04 25 00	737 MAX 8 fleet will maintain that roomy configuration	0
aal04 26 00	JetBlue offers the most legroom of any U.S . airline	0
aal04 27 00	American Airlines contends that passengers wo n't feel the reduction in legroom	1
aal04 27 01	American Airlines contends that passengers wo n't feel the reduction in legroom as it switches to 30 inches of pitch , because it will use new space-saving slim-line seats	0
aal04 28 00	JetBlue and Southwest also use slim-line seats	0
aal04 28 01	difference will be noticeable	1
aal04 29 00	customer consideration of JetBlue Airways and Southwest Airlines	0
aal04 29 01	United Continental ' s recent passenger-dragging incident	1
aal04 30 00	capitalize on shrinking legroom at American Airlines and other carriers	1
aal04 30 01	JetBlue and Southwest may be able to capitalize on shrinking legroom	0
aal04 31 00	discount airlines ' ' offer a more pleasant travel experience than the legacy carriers	0
aal04 31 01	perception that these ` ` discount airlines ' ' offer a more pleasant travel experience than the legacy carriers	1
aal04 32 00	American Airlines pay the price	1
aal04 33 00	American Airlines competes head-to-head with Southwest Airlines and / or JetBlue Airways in numerous markets .	2
aal04 34 00	reputation	1
aal04 34 01	the carrier could definitely lose some business	1
aal04 34 02	lose some business to Southwest and JetBlue	0
aal04 36 00	real competitive advantage	0
aal04 37 00	JetBlue and Southwest do n't participate in many of these markets	0
aal04 38 00	American Airlines from market-share losses	1
aal04 38 01	protect American Airlines	0
aal04 38 02	American Airlines from market-share losses - - for now	1
aal04 39 00	JetBlue and Southwest have ambitious growth plans for the coming years	0
aal04 40 00	gradually bring them into competition	0
aal04 40 01	gradually bring them into competition with American Airlines	1
aal04 41 00	Reducing passenger legroom might pay off for American Airlines	2
aal04 41 01	pay off for American Airlines	0
aal04 42 00	make the company	1
aal04 43 00	Adam Levine-Weinberg owns shares of Boeing and JetBlue Airways	0
aal04 44 00	recommends JetBlue Airways	0
aal05 00 00	Underdog Brazilian Carrier Avianca Brasil	2
aal05 00 01	Takes On American On Miami-Sao Paulo Route	2
aal05 00 02	Carrier Avianca Brasil Takes On American	2
aal05 02 00	Avianca Brasil views the route as an opportunity : It will begin	0
aal05 02 01	upstart Avianca Brasil	0
aal05 02 02	Avianca Brasil views the route as an opportunity	0
aal05 03 00	enough demand in Miami and we truly believe we can offer a very good product on the route , ' ' said Avianca Brasil	0
aal05 03 01	we truly believe we can offer a very good product on the route , ' ' said Avianca Brasil	0
aal05 04 00	A passenger who flies with us is surprised by our level of service	0
aal05 04 01	will continue to fly with us	0
aal05 07 00	Avianca Brasil ' s confidence	0
aal05 07 01	Avianca Brasil ' s confidence but also of Brazil ' s improving economy	0
aal05 08 00	Avianca Brasil originally planned to serve Miami in 2015 , but delayed for two years due to the economy	1
aal05 09 00	The market has been very tough	1
aal05 09 01	commercial aviation revenues	1
aal06 00 00	American Airlines ' name affixed	0
aal06 00 01	Wrigley Field conference center	0
aal06 01 00	American Airlines is getting a nice double dip for the carrier ' s marketing	0
aal06 01 01	AA ' s exclusive airline sponsorship deal with the World Series champion Cubs .	0
aal06 01 02	American Airlines is getting a nice double dip	0
aal06 01 03	AA ' s exclusive airline sponsorship deal	0
aal06 02 00	deal	0
aal06 03 00	American wrested away the sponsorship	0
aal06 03 01	wrested away the sponsorship from Chicago-based United Airlines	1
aal06 04 00	American Airlines 1914 Club that is set to open	0
aal06 04 01	world ' s largest airline also now has its name	0
aal06 04 02	new American Airlines Conference Center	0
aal06 06 00	massive upgrade of Wrigley Field	0
aal06 07 00	another upgrade to Wrigley Field	0
aal06 08 00	been overlooked at the American Airlines Conference Center	1
aal06 09 00	Cubs management showed off	0
aal06 10 00	American Airlines 1914 Club set to open	0
aal06 10 01	American Airlines 1914 Club set to open next year is expected to be the largest and one of the most lavish of several premium and premium-priced clubs	0
aal06 10 02	Wrigley Field by the time the ballpark ' s multi-year revamp	0
aal07 00 00	American Airlines ' stock rallies	0
aal07 00 01	American Airlines ' stock rallies after second upgrade in two days	0
aal07 01 00	AAL ran up	0
aal07 01 01	AAL ran up 1.8 % in premarket trade Tuesday , after the air carrier was upgraded for a second straight day	0
aal07 02 00	rating to overweight	0
aal07 02 01	stock price target	0
aal07 03 00	expansion of basic economy and higher paid load factors in the domestic premium cabin will drive higher returns and stronger unit revenue	0
aal07 04 00	American will host its first post-merger investor day in September , and we could envision several positive outcomes	0
aal07 04 01	American will host its first post-merger investor day in September , and we could envision several positive outcomes from that including more concrete longer term financial targets	0
aal07 04 02	American will host its first post-merger investor day in September , and we could envision several positive outcomes from that including more concrete longer term financial targets and improved capital allocation	0
aal07 05 00	upgraded American	0
aal07 05 01	American to outperform , citing a ` ` compelling ' ' earnings outlook for next year	0
aal07 06 00	upgraded	0
aal07 07 00	SAVE to outperform from neutral , saying the price war with United Continental Holdings Inc	1
aal07 08 00	less dire ' ' than investors appear to believe	0
aal07 09 00	American ' s stock has gained	0
aal07 09 01	Spirit shares have tumbled	1
aal07 10 00	XAL has slipped	1
aal07 10 01	SPX has gained	0
aal08 00 00	Airberlin goes bankrupt soon after announcing major Chicago expansion	0
aal08 00 01	Airberlin goes bankrupt	1
aal08 01 00	Airberlin has filed for bankruptcy protection , potentially imperiling	1
aal08 01 01	Airberlin has filed for bankruptcy protection	1
aal08 02 00	Air Berlin , Germany ' s second-largest airline , has filed for bankruptcy protection , a move that could imperil the carrier ' s existing daily service between Chicago ' s O'Hare International Airport and Berlin	1
aal08 02 01	new Chicago-Dusseldorf route	2
aal08 02 02	Air Berlin , Germany ' s second-largest airline , has filed for bankruptcy protection	1
aal08 02 03	Air Berlin , Germany ' s second-largest airline , has filed for bankruptcy protection , a move that could imperil the carrier ' s existing daily service	1
aal08 03 00	Etihad Airways , refused to provide additional financing to keep the carrier	0
aal08 03 01	bankruptcy filing	1
aal08 03 02	Etihad Airways , refused to provide additional financing to keep the carrier afloat	0
aal08 05 00	German government is said to have provided Airberlin with a loan	0
aal08 05 01	German government is said to have provided Airberlin with a loan to keep the carrier from shutting down immediately	0
aal08 05 02	loan to keep the carrier from shutting down immediately and to ensure travelers on summer vacation have a chance to get home	0
aal08 06 00	Airberlin spokesperson could not be immediately reached for further comment	0
aal08 07 00	Airberlin announced an aggressive expansion of its service from Chicago	0
aal08 07 01	the bankruptcy filing comes just two weeks after Airberlin	1
aal08 08 00	The carrier said it would launch on May 2 , 2018 , five-times-a-week service between O'Hare and Dusseldorf	0
aal08 08 01	Airbus 330 - 200 aircraft seating a whopping 290 people	0
aal08 09 00	Dusseldorf is a major business hub	0
aal08 09 01	Dusseldorf is a major business hub in Germany , and the metropolitan region there is said to be home to some 11 million people	0
aal08 10 00	major presence	0
aal08 11 00	Airberlin announced the Dusseldorf service	0
aal08 11 01	Chicago Department of Aviation immediately touted the new route as an economic boon to the Windy City	0
aal08 11 02	Chicago Department of Aviation immediately touted the new route as an economic boon to the Windy City , predicting it would generate $ 65 million in annual economic impact in the Chicago	0
aal08 12 00	$ 65 million economic impact	0
aal08 12 01	$ 65 million economic impact is now in great peril	1
aal08 15 00	ended	1
aal08 16 00	we needed the real estate	1
aal08 18 00	sell some of its most lucrative routes to competitors , including Lufthansa	1
aal08 18 01	raise capital to continue operating , Airberlin	0
aal08 19 00	Lufthansa , which has a codesharing agreement with Chicago-based United Airlines	0
aal08 19 01	Lufthansa , which has a codesharing agreement with Chicago-based United Airlines , already is a major presence	0
aal08 19 02	Lufthansa , which has a codesharing agreement with Chicago-based United Airlines , already is a major presence at O'Hare with direct service from there to Munich , Germany , and Frankfurt , Germany , a high-traffic route it has long operated	0
aal08 20 00	Lufthansa several years ago also briefly introduced an all-business-class service between Chicago and Dusseldorf	0
aal08 20 01	Lufthansa several years ago also briefly introduced an all-business-class service between Chicago and Dusseldorf , but it was short-lived	1
aal08 20 02	Lufthansa several years ago also briefly introduced an all-business-class service	0
aal08 21 00	Lufthansa would be in the market to add nonstop service between Chicago and Berlin	0
aal08 21 01	Lufthansa would be in the market to add nonstop service between Chicago and Berlin to its route system or revisit the Chicago-Dusseldorf route	0
aal08 22 00	prefer to ferry customers to Berlin and Dusseldorf	0
aal09 00 00	Allow Non-Passengers Entry	0
aal09 00 01	American Airlines Flight Attendants Blast Pittsburgh Airport Plan To Allow	1
aal09 01 00	Pittsburgh International Airport ' s plan to allow non-passengers through airport security	0
aal09 01 01	American Airlines flight attendants has blasted Pittsburgh International Airport ' s plan to allow	1
aal09 01 02	patronize airport stores and restaurants	0
aal09 02 00	US Airways , that has ` ` lots of room ' ' and that continues to prioritize safety and security	0
aal09 02 01	Pittsburgh is a unique airport	0
aal09 02 02	has ` ` lots of room	0
aal09 03 00	The airport said Monday that starting Sept . 5 , it will allow non-fliers to enter the airport ' s secure area without a boarding pass .	0
aal09 04 00	The program , approved by the Transportation Security Administration	0
aal09 05 00	Southwest and American are the top two carriers	0
aal09 06 00	Southwest carried 28.2 % of passengers	0
aal09 06 01	American had 26.5 %	0
aal09 06 02	Delta had 17.3 %	0
aal09 06 03	United had 14.4 %	0
aal09 06 04	Allegiant had 4 %	0
aal09 08 00	Pittsburgh International Airport for the sole purpose of shopping is a terrible precedent and an ill-conceived decision	1
aal09 09 00	The union represents about 26,000 American flight attendants	2
aal09 10 00	benefit of retailers	0
aal09 10 01	Pittsburgh or any other airport for the benefit of retailers is not the right approach to airline safety and security	0
aal09 11 00	security concerns	1
aal09 11 01	frustratingly long TSA security lines	1
aal09 11 02	lead to flight delays and more passengers missing flights	1
aal11 00 00	US Airlines Are Still Too Darn Cheap	0
aal11 00 01	US Airlines Are Still Too Darn Cheap . . . and Unpopular to Boot	1
aal11 01 00	Delta Air Lines ( DAL ) , American Airlines ( AAL ) , United Continental ( UAL ) and Southwest Airlines ( LUV ) trade	0
aal11 01 01	Delta Air Lines ( DAL ) , American Airlines ( AAL ) , United Continental ( UAL ) and Southwest Airlines ( LUV ) trade at a big discount to the S & P 500	0
aal11 02 00	cheap relative to the market	0
aal11 02 01	cheap relative to European airlines	0
aal11 04 00	US and European airlines ` ` will converge towards their respective historic average valuations	2
aal11 05 00	Both the US and European airlines started the year with positive relative performance	0
aal11 05 01	diverged with the European sector continuing its strong performance	0
aal11 05 02	Both the US and European airlines started the year with positive relative performance but it quickly diverged with the European sector continuing its strong performance	0
aal11 05 03	US airlines are barely higher from where they were at the start of the year	0
aal11 06 00	performance gap of 65 % in USD terms has opened between the two sectors	1
aal11 07 00	gap	1
aal11 07 01	European airlines are currently trading at	0
aal11 08 00	European airlines trade at	2
aal11 08 01	US airlines trade at	1
aal11 09 00	4 stocks - - Delta , United Continental , Spirit Airlines ( SAVE ) and Allegiant Travel ( ALGT ) - appear	1
aal11 09 01	none of the stocks show up	1
aal11 09 02	Sentiment and positioning in US airlines is very subdued	1
aal11 10 00	ratings on Delta and Southwest	0
aal11 10 01	see ` ` decent upside potential ' ' in American	0
aal11 11 00	leave United out of this discussion for the moment	1
aal11 12 00	Shares of Delta Air Lines have gained	0
aal11 12 01	American Airlines has rallied	0
aal11 12 02	United Continental has risen	0
aal11 12 03	Southwest Airlines has ticked up	0
aal11 12 04	Spirit Airlines has advanced	0
aal11 12 05	Allegiant Travel is up	0
aal12 00 00	Airlines Have a Cost Problem	1
aal12 00 01	Cost Problem and It ' s Not $ 12 Snack Boxes	1
aal12 01 00	airlines facing a cost problem	1
aal12 02 00	warn	1
aal12 02 01	investors may not be giving the issue as much attention as it deserves	0
aal12 03 00	a number of airlines stated that there would be headwinds	1
aal12 03 01	a number of airlines stated that there would be headwinds in 2018 and offered other longer-term downbeat commentary	1
aal12 04 00	cost problem for airlines	1
aal12 04 01	investors were mixed , with about 61 % saying that there is a cost problem	2
aal12 04 02	investors were mixed , with about 61 % saying that there is a cost problem	1
aal12 04 03	investors were mixed , with about 61 % saying that there is a cost problem for airlines , and 39 % arguing that there is not	0
aal12 05 00	Cost Per Available Seat Mile ( CASM )	2
aal12 05 01	revenue trends	2
aal12 05 02	Cost Per Available Seat Mile ( CASM ) of about 1 % to 2 % excluding fuel wo n't be enough to outweigh moderate revenue trends .	0
aal12 06 00	higher fuel costs	1
aal12 06 01	lower margins	1
aal12 06 02	higher fuel costs , and it seems a recipe for lower margins	1
aal12 07 00	revenue	1
aal12 07 01	trend	1
aal12 07 02	revenue / supply is the more pressing issue for airlines	1
aal12 09 00	cost headwinds	1
aal12 09 01	headwinds	1
aal12 09 02	labor contracts	1
aal12 09 03	fleet transitions	1
aal12 09 04	reduced capacity	1
aal12 09 05	CASM ex-Fuel moved up	1
aal12 09 06	headwinds in 2017 labor contracts , fleet transitions , storm impacts	1
aal12 09 07	which is ~ 1 point higher than expectations	1
aal12 10 00	cost growth takes a step-down	0
aal12 10 01	it still remains above-average	1
aal12 10 02	elevated capacity additions	0
aal12 11 00	rising fuel forwards	1
aal12 11 01	margin degradation	1
aal12 11 03	rising fuel	1
aal12 11 04	tailwind to RASM	1
aal12 11 05	rising fuel forwards of late , likely leads to ongoing margin degradation from peak levels in 2016 ; however , the cost headwinds and rising fuel	1
aal12 11 06	carriers are compelled to pass-through some of the pressures	1
aal12 12 00	decelerating margin	1
aal12 12 01	stock preferences are unchanged Alaska ALK / Delta DAL / Southwest LUV	2
aal12 12 02	Alaska ALK / Delta DAL / Southwest LUV - all Overweight	0
aal12 12 03	higher quality airlines with idiosyncratic revenue	0
aal12 12 04	continue to prefer higher quality airlines	0
aal12 13 00	Delta , Alaska , American ( AAL ) and United ( UAL ) are trading up	0
aal13 00 00	American Airlines , Pilots Agree on Solution to Staff	0
aal13 01 00	American Airlines Group Inc . and its pilots union reached an agreement	0
aal13 01 01	American Airlines Group Inc . and its pilots union reached an agreement that will allow the carrier to avoid canceling flights during the holiday travel season after it allowed too many aviators to take vacation by mistake	1
aal13 02 00	pact	0
aal13 02 01	The carrier and the Allied Pilots Association did n't immediately disclose details	2
aal13 02 02	American , the world ' s largest carrier , will maintain a full December flight schedule	0
aal13 03 00	agreement	2
aal13 03 01	the company ' s plan to pay 1.5 times normal hourly rates to pilots	2
aal13 04 00	calm	0
aal13 05 00	American said Thursday that it had covered all but a few hundred trips , the union said its count early Friday showed thousands of flights scheduled for the last two weeks of the month were still missing one or both pilots	1
aal13 06 00	American will make about 200,000 flights	0
aal13 07 00	American ' s scheduling system Nov . 24 wrongly showed the carrier had ample staffing coverage	0
aal13 07 01	processing error in American	1
aal13 07 02	American ' s scheduling system Nov . 24 wrongly showed the carrier had ample staffing coverage for some flights when it actually did n't	1
aal13 08 00	staff	1
aal13 08 01	The system let pilots drop trips they had already been assigned	1
aal13 08 02	no other aviators available to staff	1
aal13 09 00	mistake	1
aal13 09 01	mistake affected both domestic and international flights	1
aal13 10 00	agreement	0
aal13 10 01	grievance it had filed against the carrier	0
aal14 00 00	American And Pilots Settle Issues	0
aal14 00 01	Handshake By Airline and Union Presidents	0
aal14 01 00	American Airlines and its pilots union have reached a pre-holiday tentative settlement agreement	0
aal14 01 01	issues	0
aal14 01 02	American Airlines and its pilots union have reached a pre-holiday tentative settlement agreement on three issues that had long divided them	1
aal14 02 00	issues	1
aal14 02 01	pilots who have not been getting paid	0
aal14 02 02	seniority restoration for pilots	1
aal14 02 03	pilot scheduling	1
aal14 02 04	seniority restoration for pilots who had not been credited for time they were on furlough	0
aal14 02 05	seniority restoration for pilots who had not been credited for time they were on furlough - - this particularly benefits former TWA pilots	0
aal14 02 06	outstanding grievances regarding pilot scheduling	1
aal14 03 00	settlements	2
aal14 04 00	resolve	0
aal14 04 01	discuss the temporary breakdown in the carrier ' s holiday pilot scheduling procedure	1
aal14 05 00	Isom and Carey shook hands , symbolizing their commitment to quickly reach	0
aal14 05 01	Isom and Carey shook hands	0
aal14 06 00	agreed	0
aal14 06 01	resolve these matters	0
aal14 07 00	a good , fresh start	0
aal14 08 00	settlements	0
aal14 09 00	expedited discussions	1
aal14 09 01	Thank	0
aal14 09 02	ensure	0
aal14 09 03	safe and reliable travel experience	0
aapl00 00 00	Apple ' s stock price target	0
aapl00 00 01	Apple ' s stock price target gets a boost on increased iPhone sales	0
aapl00 00 02	Apple ' s stock price target gets a boost	0
aapl00 01 00	Apple Inc . stock price target	0
aapl00 01 01	Apple Inc . stock price target was raised at Canaccord Genuity , citing increased estimates for iPhone sales	0
aapl00 01 02	Apple Inc . stock price target was raised	0
aapl00 01 03	increased estimates for iPhone sales	0
aapl00 02 00	target	0
aapl00 02 01	Analyst T . Michael Walkley lifted his target to $ 180 , which is 16 % above current levels	0
aapl00 03 00	iPhone unit sales	0
aapl00 04 00	new iPhones anticipated to launch	0
aapl00 04 01	a stronger upgrade cycle in C2018 with the 10 - year anniversary iPhone 8 , as our surveys indicate strong consumer interest in and anticipation for new iPhones anticipated to launch in September , ' ' Walkley	0
aapl00 04 02	strong consumer interest in and anticipation for new iPhones	0
aapl00 04 03	anticipation for new iPhones	0
aapl00 05 00	price target	0
aapl00 05 01	target	2
aapl00 06 00	Apple ' s stock slipped	1
aapl00 06 01	Apple ' s stock slipped 0.1 % in morning trade , but was just 0.4 % below Friday ' s record close of $ 156.10	0
aapl00 07 00	soared	0
aapl00 07 01	the Dow Jones Industrial Average DJIA has gained	2
aapl02 00 00	Apple Is Following Google Into Making A Custom AI Chip	0
aapl02 01 00	Artificial intelligence has begun seeping its way	0
aapl02 03 00	Apple is the latest company creating a dedicated AI processing chip to speed up the AI algorithms	0
aapl02 03 01	Apple is the latest company creating a dedicated AI processing chip	0
aapl02 06 00	a more dedicated processor to more efficiently run those algorithms , Apple	0
aapl02 06 01	Apple could speed up the image recognition as well as save reduce drain on the iPhone ' s battery	0
aapl02 07 00	Apple plans on integrating the chip ` ` many of its devices ' ' and has tested the chip	0
aapl02 07 01	Apple plans on integrating the chip ` ` many of its devices	0
aapl02 11 00	tech companies are experimenting with various hardware approaches to optimize for deep learning	0
aapl02 12 00	graphics expert Nvidia is an early leader	0
aapl02 13 00	dominant platform for training deep learning algorithms	0
aapl02 18 00	Apple has to do more inferencing on the device to protect people ' s privacy	2
aapl02 19 00	Google does everything up in the cloud	0
aapl02 20 00	Qualcomm , a dominant chipmaker for Android smartphones	0
aapl02 20 01	Qualcomm , a dominant chipmaker for Android smartphones , has begun optimizing its Snapdragon processors	0
aapl02 22 00	Apple is regarded as lagging behind the progress rival techs giants like Google , Amazon and Microsoft	1
aapl02 23 00	Apple was an early entry in the voice AI assistants	0
aapl02 23 01	Apple was an early entry in the voice AI assistants when Siri was introduced	2
