id	text	label
132	Jazeker, omdat het gewoon onterecht is. Het is echt onterecht dit.	0.145718478906,0.519446880705,0.567381940571
133	Ibiza! Woooh!	0.954514845208,0.953971036203,0.592298468457
134	Das heel mooi beschreven.	0.562317610688,0.222670324937,0.532498702937
135	Franky heeft ons ook een bikke wakker gehouden, want die snurkt wa.	0.4036770596,0.364567607893,0.448889631945
136	Nee, da is keisip.	0.296718148418,0.306990317919,0.448679995922
137	Eindelijk ga ik vannacht in een goe bed slapen. Amai. Die flutmatrasjes, kga ze nie missen. Voila.	0.877117254678,0.848356851761,0.783728081017
138	Met mij gaat het heel goed. De afgelopen periode heb ik eigenlijk hetzelfde beleefd als de periode voor de trouw dus ik heb eigenlijk een heel stabiel leven. 	0.820568096693,0.151277098429,0.660157122256
139	Mijn telefoon ligt hier op te laden, zeker?	0.516138041105,0.215970620111,0.414544120357
14	Tis een beetje een cursus stressbestendigheid.	0.47488384476,0.21299705796,0.464485676899
140	Ik probeer zoveel ik kan mezelf te zijn.	0.576295728091,0.151144322168,0.50585016014
141	Ja. Das rap eh.	0.705647443487,0.455677184763,0.631717770295
142	Ik ben wel trots op u  da ge deraan hebt meegedaan.	0.729423747421,0.327162432833,0.639182062485
143	Ik denk dat we hier een heel sterke match hebben.	0.858735207993,0.317838888785,0.89577623002
144	Ge kunt nogal dansen godverdikke.	0.625363402177,0.735489980273,0.633848058568
145	Dus dit is den eerste keer dat we onze junior echt zo loslaten.	0.389179087481,0.325828122798,0.252809190884
146	Jaaa! Komaan!	0.747978357153,0.826693819142,0.670042856181
147	Het leukste ja vind ik nog altijd z’n enthousiasme ook en zijn lach en ook echt een levensgenieter. Kdenk da we daar op da vlak der sowieso ook tzelfde in in alé int leven staan. Ma vooral ook da Victor iemand is da ik nu, na mijn gevoel, volledig kan vertrouwen ook. Altijd.	0.799282486395,0.573184880448,0.761424507133
148	Kdacht dak da mega leuk ging vinden en dan na een uur dacht ik van “oh my god wanneer ist lunchpauze? Want da ga hier nog drie uur duren”. Kwas echt blij toen da de bel afging.	0.516154533897,0.804781364181,0.565829266457
149	Oh, top! Nee? Echt wel chill, eh?	0.831292163693,0.795349238601,0.628679759963
15	Oh allee da besta nie!	0.611080021082,0.95091789406,0.423630639014
150	In Nederland weet ik, als je met zoiets wordt gepakt weet ik dan sta je na twee dagen buiten, maar hier komen ze al gelijk met: ja je bent een dealer bla bla bla dit dat. Ik vind het allemaal euh een heel klein beetje overdreven. En zo’n ouderwetse gevangenis, ja das echt…	0.267168950736,0.759334531245,0.497305001262
151	Ik heb alleszins zin in euh hetgeen da nu ga komen. Kheb er momenteel een positief gevoel over. Dus euh… ja ik kijk er wel naar uit, de komende weken.	0.737632144352,0.49457241355,0.473057586315
152	Ja voilà. Daar kwam je goed uit de verf. Fancy kostuum, chique schoentjes…	0.730032067107,0.585237019758,0.663158626749
153	Das wel efkes wennen age zo tijdje alleen zi geweest.	0.574312797965,0.0772565516156,0.363783600718
154	Ik neem mij altijd voor da ik mij zo goe mogelijk ga gedragen omdat ik geen, tegenover die mensen da hier werken die da elke dag doen, echt geen verwende prinses wil zijn. Ik probeer mij da echt voor te nemen ma als ge zo moe zijt dan denkt ge echt “fuck it” en dan zijde zo slechtgezind als wa.	0.389060787542,0.687247943337,0.652305023813
155	Oké mevrouw, maar dan moet u ook zeggen dat hij niet moet moeilijk doen tegen mij. De attitude van die chef tegenover mij is…	0.357446192973,0.710634603864,0.476659467998
156	In Nederland zat ik toen ik achttien was voor een gewapende overval. Daar heb ik uiteindelijk zeven maanden voor gezeten. En toen ben ik naar hier gekomen om mijn leven op te pakken en nu zit ik weer hier zo, helaas.	0.340456757534,0.444723824997,0.378406173691
157	Goeie feesten.	0.682354477291,0.322393549874,0.576152409502
158	Dat aftellen, da zegt mij niks.	0.393804348741,0.341775447837,0.439882385461
159	Dit is echt vatsig.	0.236645516295,0.728233407162,0.530011296996
16	Da lukt echt langs geen kanten!	0.169291458812,0.892066339275,0.357814756196
160	Alé, Milan die stil is. Zo hebk hem nie meegemaakt op reis.	0.571864489475,0.320458305361,0.459785291948
161	Ja ma, diejen die het nie kan komt er hier nie aan eh.	0.32485734299,0.807814613161,0.613489105101
162	Het stinkt eh allemale. Zorg dawe geen zulke dingen meer zien of ge gaat er nie lange zitten eh.	0.212009449785,0.850977186674,0.634727553467
163	Jij zal worden vrijgesteld en gerepatrieerd naar Italië.	0.551406362895,0.0676693146326,0.604779457092
164	Ma ge kunt die energie ook op een positieve manier gebruiken. Kijk, als ge die boosheid voelt van, van de op een positieve manier te gaan gebruiken door in dialoog te gaan.	0.623120107911,0.365595830466,0.775146043151
165	(wijst) Een giraf!	0.672428842121,0.952294857036,0.582509097579
166	Da vond ik echt verschrikkelijk want ge zijt daar ook met dieje geur. Ik vond da echt een vieze geur. Ik kon daar echt nie zo goe tegen. En dan die steken zo wa in uw handen en dan had ge die locals die da zo goe kunnen en die daar zo wa op uw vingers stonden te kijken van “wa zijn die eigenlijk aant doen?”. 	0.143415045653,0.7495624158,0.311013574769
167	Ma ge merkt dat da dan nie lukt. Nja da zijn geen prettige gesprekken eh da.	0.364702013943,0.191564591469,0.299822790805
168	Dit is Jolien. 29 jaar. Uit Limburg afkomstig, woon in Brussel. Zeer sportieve dame, zeer assertief met heel wat pit in haar die misschien wel de gave bezit om Lenny soms een beetje onder controle te houden.	0.670251330689,0.295908294732,0.794542128568
169	Ik was het een bikke vergeten hoe erg dat het eigenlijk nog was in de wereld. En het is niet de enige plek, he. We zien het nu heel up close, maar da gaat hier in alle omstreken zo zijn he. Eigenlijk…	0.328029667209,0.587319501026,0.234501195649
17	Nogal lui en, en… Soms ongeïnteresseerd ook. Da ik denk, Britt leesde gij nu nooit een gazet? Da stoort mij soms. Nooit nat journaal kijken, nie willen weten wat er in de wereld gebeurt. Euh ja. En da komt zo oppervlakkig over. Zo van…	0.223627860826,0.688664578753,0.470208764075
170	Ik ben enorm klaar vo te trouwen. Ik kan eigenlijk nie wachten bij wijze van spreken, dus die data mag hier heel rap gaan zijn.	0.799020958053,0.795500982183,0.783971626852
171	Ik kom uit een euh een warm gezin. Mijn ouders zijn toch al heel lang getrouwd. Tis een heel warm, goed koppel. Tzijn ook mensen die echt wel pro-huwelijk zijn. En zo wil ik het ook wel voor mezelf.	0.692145075275,0.336944392412,0.740325856646
172	Ja ik ben heel proper.	0.629115284686,0.17619717278,0.736925179786
173	Ja. Ik zou hier echt nie, nie willen nie kunnen… Nooit. Ik wil dit ook… Ik kan het nie zien, ik kan het gewoon nie zien hoe da mensen hier leven. Ik vind da echt verschrikkelijk.	0.0750674529344,0.618022428715,0.279934582305
174	Ik denk da nie veel mensen da zouden durven om zich compleet open te stellen.	0.477227205844,0.114609740996,0.358587945426
175	Ahaha en met al da geknor derbij. Geweldig.	0.805797043304,0.644184554558,0.573450110837
176	Maar op een gegeven moment moeje echt zeggen alé moeje echt eerlijk zijn over uzelf en de andere en zeggen ja het blijft weg en ja. We moeten echt wel een beslissing gaan nemen.	0.399333862777,0.227786509278,0.529586883367
177	Da was zalig.	0.95364762441,0.50326971794,0.609276975924
178	Het kot serieus dichtbij. Tis spannend. Nu begint… aleja kwas nie zo zenuwachtig. Nu begint die stress toch wel een klein beetje te komen eigenlijk. Hoe dichter dat den trouw komt, hoe meer stressy dak word.	0.515076186366,0.616453123389,0.412268469388
179	Ja. Kweetet. Op het moment da ze da zeggen eh “nog vier weken” en dan denkte van gohja das nog veel ma… Goh alleen als ik er al aan denk, dan ist echt wel stress. Nog twaalf dagen. Twaalf dagen en ik zin ne getrouwde man.	0.633878183634,0.7701357519,0.454865321942
18	Ik heb het moeilijk met superveel indrukken tegelijk op te doen. Ge hebt fabrieken, ge hebt families, en de andere omgeving en das allemaal heel veel. Dus ik moet da, ja, ik moet da wa in mij opnemen en wa laten bezinken en dan… Allee, ik vind da, vo mij is da… veel tegelijk gewoon.	0.361109259318,0.59501519715,0.211978571917
180	Auwch.	0.273669054745,0.488187878687,0.360721711232
181	Kweetet, ma nu ebjet wel helemaal na de knoppen geholpen eh.	0.24069753933,0.569806305022,0.56643831839
182	Zeg, doe es… Stel u es nie zo onderdanig op.	0.356899580812,0.727642814997,0.688348011383
183	Nee, da lijkt mij… ja verschrikkelijk om een kind op de wereld te zetten en te beseffen… ja da ge da eigenlijk niks kunt geven. Kword er emotioneel van omda ja, ge wilt voor uw kind het beste. Ook, ook die mama die met da kindje op haar rug.	0.148297951907,0.552292457864,0.169917144787
184	Oh my god, het is echt.	0.631645115262,0.669680008786,0.410169384807
185	Totaal nie. Tga echt een ontnuchteringsles worden.	0.451013514554,0.471780789136,0.396271402079
186	Sorry ma ik blijf het echt een grappig beest vinden.	0.677629056271,0.556735649064,0.554711465956
187	Wenen, roepen, wenen.	0.29448074737,0.446240931307,0.289608251148
188	Wat ik nie begrijp is, van waar heeft hij die verhaaltje? Hij heeft da uit zn duim gezogen. Moest ik zoiets willen doen, mevrouw, ik ga da nie doen voor zijn neus. Ik ga, ik ga da rustig prepareren…	0.412532578471,0.723023411862,0.625304416193
189	Khad het voorspeld eh. Khad gezegd tegen Lenny: Je ga hilarische momenten hebben op reis.	0.735915641488,0.520198982389,0.964971279971
19	Wij hebben daar een feestmaal gekregen, dus ik ben daar wel dankbaar voor da ze da voor ons willen doen eh en da ze daar zo veel moeite in steken. Het was ook heel lekker. Ik heb heel goe gegeten.	0.843333306418,0.654037988622,0.724681684794
190	Khen ik lik gehoord daj gie zelve gestopt zijt me werken in het medisch centrum.	0.573275621013,0.536543241186,0.521224435543
191	Het strand in Sri Lanka met de zonsondergang, gasten.	0.792114297843,0.428056746165,0.709659007674
192	Oh my god. O nee, da kan nie. Echt?	0.730412572076,0.849921325422,0.306226046284
193	Heerlijk, opt terras, goei weer.	0.953109640086,0.379277601085,0.636544432556
194	Ma ik leer wel bij ze, tis da. Omda ik zo lang single ben geweest, ge hebt zo uw eigen gewoontes gekweekt en jah ik was de laatste jaren was ik echt wel enorm versaaid om het zo te zeggen dus euh…	0.42369293469,0.317876757558,0.460497113679
195	En ja dat is een spelleke eh tussen cipiers en tussen gedetineerden. Als je gepakt wordt, ja dan ist euhm… Als ik gepakt word, is het aan mij om die verantwoordelijkheid op te nemen eh.	0.391582388924,0.351855462382,0.386900879231
196	Is da ne tuktuk?	0.546460789006,0.347259414142,0.408680100637
197	Joa, ik ben een filmfreak zelfs. De dag dat ik opgepakt ben, had ik denk ik thuis iets van 900 dvd’s staan. Ze zijn uitgewreven, onze kasten.	0.670742432211,0.33049258027,0.691821354809
198	Ik krijg hier echt zo het gevoel van zo dit is echt het begin van het einde van de wereld.	0.219858408398,0.702604459434,0.265412767304
199	Ik kijk zelfs op immowebsites om gewoon bij mensen aan house perving te doen dus euh…	0.674531787316,0.42439749498,0.64195488291
2	Ja kvind wel spannend. Das zo ineens euh de vuurdoop.	0.706332221575,0.416042429654,0.466456417971
20	Bwa, ça va.	0.458914145569,0.231485143309,0.324426148495
200	Ik vond da wel hallucinant hoeveel heisa dat daarover was.	0.32843179352,0.516934102886,0.593348412048
201	Nee ik ben geen fan.	0.414047544824,0.194560456966,0.490635339518
202	Hoe dat die mensen leven das toch nie… das toch nie groot… das nog nie… das amper, nog nie zo groot of mijn tuinhuis. Int midden van euh… een vuilnisbelt of alé of… een metaalverwerkings… Zis hier zelfs gewoon bevallen van euh… Twee maanden geleden, oh man. Da is absurd gewoon.	0.180401389542,0.548735108641,0.139286844067
203	Ja superhecht, wij zijn gewoon… We zijn vaak echt zo als een hele roedel aan het…	0.620036003944,0.268511217171,0.696457907079
204	Ma tis nog nie te laat eh Wilfried. Vandaar da we deraan moeten werken. En we kunnen nie anders eh, we moeten da gewoon doen eh. Uw leven buiten moe terug op de rails gezet worden.	0.543574820995,0.66218407662,0.844137040043
205	Ik hoop dat het niet voor deze nacht is.	0.279691325656,0.339398915068,0.204816064006
206	Ah dus nie naar mijn cel ofwa? Oh ik snap nie, mevrouw, ik zou graag in mijn cel blijven ikke.	0.335710302166,0.691989316342,0.145109076644
207	Khad da gehoopt eh. Hehehehe. Ma zis eiglik vree snel in haar oude patroon hervallen, ja.	0.514193660687,0.66044720335,0.554556778088
208	Ik had echt nie verwacht dat ik zo geraakt zou zijn door dingen deze reis. Echt nie. Ma ik ben echt super-, super-, superblij en dankbaar da ik… Ik zie u ook wenen. Super-, superblij en dankbaar da ik, da ik mee ben gegaan op deze reis. Ik ga dit echt… Oh ik ben in clichés aant spreken ma ik ga dit echt nooit vergeten.	0.732365575995,0.806205377747,0.575063826068
209	Ja. Da zegt mijn mama wel altijd da ik mijn Afrikaans ritme nog heb.	0.525249846412,0.0584794638361,0.482356714926
21	Kben een bitje emotioneel.	0.255078066978,0.22022040697,0.510377844722
210	Ik krijg er gewoon buikpijn van als ge dees moet doen zeg.	0.156827642461,0.522503410663,0.381746701052
211	Zo da. Ik wil iets doen. Ik wil iets doen. En das wel schoon eh.	0.657189464054,0.578959311526,0.632392512197
212	Hey Tamara, kben ekik hier eh. Ik heb euh eindelijk positief gekregen euh dus ik denk da wij elkaar wel heel snel gaan zien.	0.660858117349,0.4115793573,0.600030720625
213	Ja tuurlijk, het is men eigen schuld, maar ik vind het een beetje overdreven. Ik word in een club gepakt. Als ik een dealer zou zijn, zou ik zo’n stapel geld bij mij hebben. Dat had ik niet. Hoezo? Ik heb alles op mijn bankpas, omdat ik netjes werk. Zo.	0.189535621071,0.735628320933,0.65183443858
214	Ik voel mij heel goe bij Tim. Hij geeft mij echt een, een beschermend, gerust gevoel. Kverschiet er soms van hoe dak in deze fase al echt zo… Ja, mezelf kan zijn.	0.85541610443,0.456987950398,0.722999628722
215	Tis ne mooie auto.	0.662040597543,0.233196317593,0.55455064681
216	Toen ik hier vijf weken geleden bloednerveus op jou stond te wachten, had ekik nooit gedacht dat er zo een fantastische persoon door die deur ging komen.	0.781807342424,0.452660934253,0.634754601343
217	Geen idee. Ik ga er nu op duwen, sebiet trrrrr.	0.623732300115,0.565275390763,0.316614683245
218	Tis allemaal heel veel da ineens op u afkomt.	0.21069134315,0.383044172542,0.346172517224
219	Da mis ik enorm ja, da slapen in zijn armen. Dan zegt hij van: how, ge zij sterk. Nog twee weekskes, tis bijna gedaan. Love you.	0.302957406669,0.571254265828,0.422976984186
22	Ik ben geboren in een kapkar, lik da de cowboys vroeger. En euh daarin een bed of twee gemaakt. En wij slaapten daarin en moeder en vader van voren. En ’s morgens, tegen de morgen begint dat te vriezen. En dikwijls was ons slaapkleed daartegen bevroren en moesten we deraan trekken. Das ook geen leven eh.	0.212141271759,0.507939422243,0.433717725166
220	Ik zin nu koffie ant maken voor men celmaat die seffes naar hier komt. Dan ga ik hem een tas aanbieden eh, als welkom in de cel.	0.589290392622,0.300538119065,0.740616816851
221	Ik had da nie verwacht da ik zo elke keer zo, da gevoel van onrechtvaardigheid ging voelen. Bij Isham was da gewoon hoe dat die deed, en hier wast gewoon zo het verschil tussen man en vrouw. En dan staan dieje zo etwa, in mijnen ogen, echt bullshit te verkopen tegen ons. Ja…	0.278422973266,0.53413203827,0.247325803479
222	Ik voelde gewoon echt ja, de grond onder mijn voeten wegzakken. Da was zo ik ik ik… Ik ik kreeg ja euh… Ik voelde al… Kvoelde alles vollopen. Oh man toch.	0.217931010397,0.638110451692,0.0667710370769
223	Nee, totaal… Ja. Nee eiglik, nee. Ge kunt echt nie inbeelden hoe dat er hier uitziet. Fuck. Das toch ook kei erg ik ben gewoon… Dak zo, ja… Eiglik gewoon aan het wenen ben vlak voor hun huis. Die moeten toch ook beseffen van amai hoe erg moeten wij da hier vinden? Oh ik snap da echt nie.	0.14227811915,0.853321484453,0.230947683772
224	Mijn speech gak in mijn binnenzak steken dak da zeker nie vergeet. Dan zijn we zeker?	0.591119953004,0.406140075181,0.551936369403
225	Het is nie zo simpel.	0.463408281188,0.232378215005,0.295459087619
226	Manneke toch.	0.407701375884,0.462818541971,0.546351896365
227	Ja, ik vind da echt nog wel chill. En het ding is, wij kunnen overal slapen. (wordt geraakt door een tak) Oh! Voila. Dus ik zie ons echt gewoon zo shiften doen en slapen.	0.761434872699,0.665003877042,0.849803330191
228	Maar ik voelde daar ook van ja, ma eiglik mis ik die nie genoeg en da was wel een heel jammer besef da ge zo die persoon nie genoeg mist op reis. En das wel… Ma ik vond da zo hard ook.	0.281563105283,0.44416652411,0.312112970161
229	Ik euh weet het eiglik nie.	0.532068148667,0.0677737696531,0.292205360061
23	Ik doe da wel graag ja. Das één van mijn saaie bezigheden.	0.738342510654,0.292643264471,0.631891880081
230	Ik kant ma proberen eh.	0.457811228565,0.262190957253,0.3171202681
231	Kzie u graag.	0.882711901878,0.293296290784,0.585313529798
232	Ja waanzin gewoon. Waanzin. Al die kindjes en mensen die euh reiken naar u, echt die u willen aanraken euh… tis onwaarschijnlijk. 	0.958030563225,0.823996403167,0.715483821478
233	Superchill.	0.6908141963,0.383965596176,0.50329746631
234	Bij ma gaat da toch nog efkes duren maja.	0.479130541904,0.233314299724,0.299466465309
235	Zie je wa ik bedoel? Waarom geef je mij nu geen kans om met een uitgang… Waarom nie? Alé…	0.249366787356,0.737491092987,0.326469496442
236	Ik word nu gewaar: als het zeven jaar nie gewerkt heeft, waarom zou het nu op zeven maand ineens wel werken? Daar… Ik kan het nie geloven. Oké, tkan zijn da gundr nog een toverstokske hebt hier of daar, ma ik geloof er nie meer in.	0.328751052191,0.653541486726,0.394039835831
237	Men moeder deed leuren en kermissen. Ja een beetje van alles om rond te komen. Twaalf kinderen in een woonwagen, ge weet dat ook hoe dat dat is eh.	0.463636159725,0.369348711358,0.510561708638
238	Ja twas echt… Twas echt… Het plaatje was compleet. Het was echt zo… ja gewoon een keileuke sfeer, een keileuke euhm… man met heel veel humor.	0.955876194788,0.647229919322,0.658611217608
239	Kga da nooit vergeten, ma der zat iemand op een terras en ik kom daar me mijn man. Mooi weer, het terras zit vol, en die dame sta recht en roept zo van: hé, Aagje, tis hier beter dan in de bak eh? Zo… doef. Ik zo helemaal gegeneerd zo van, ja oei, nu gaat iedereen denken dat ik ook uit de gevangenis kom.	0.54846456815,0.755142687591,0.497609214209
24	Dit is wa ik wel verwacht had.	0.66049777335,0.155623126672,0.585722352514
240	Ik volgde hiervoor Crea, Spaanse les, maar er zijn nog andere workshops enzo. Als da mogelijk is, dan wil ik na verloop van tijd euh gewoon gaan wandelen.	0.613133378922,0.270032499692,0.619483351243
241	Tga nog een lang jaar worden jong. Pas op, voor mij gaat da hier moeilijk zijn. Ge komt in enen keer in een wereld terecht, waar dat er niemand nog zegt tegen mij “hé gij moogt da nie”. Daar moet ik ook nog mee leren omgaan eh. Ja kijk, ik word hier weeral kwaad.	0.161225207111,0.816989279416,0.429618880393
242	Het grappige is da mijn vrienden zeiden van tuurlijk ge zijt erbij. En ik nee nee nee. Amai, ja. Ja kvind vree wijs.	0.846816916083,0.731837809191,0.603307835742
243	Dus die verschillen ja die waren der van int begin. We merkten die ook wel ma… Ja die bleken dan toch iets zwaarder door te wegen dan dan ja dan ge dacht. En dan ja liep da toch nie zo goed eh.	0.329550549862,0.366295117781,0.271935370786
244	Ja Céleste was echt de kindermagneet eh op reis.	0.721893958149,0.515934305847,0.63241489512
245	Kwou dak mee kon.	0.451695544837,0.275085481001,0.271377146064
246	Ik heb tegen men eigen gezegd van, als ik dat ier nie kan zien sterven, als ik men eigen zo ga gedragen, dan vind ik da ik nie da recht heb om da te eten ook nie.	0.419781308746,0.527337284662,0.649163221958
247	Courage.	0.508828756164,0.0661897030448,0.47491667693
248	Hallo. Dit is Joke. En Joke is een grote catch, want ze ziet er goe uit, ze kan goe koken, zis een prachtige, prachtige…	0.794643087505,0.657130733246,0.761297267262
249	Ik vond da heel mooi.	0.763155531852,0.431713373878,0.598857987865
25	Gelukkige verjaardag, Marie-Louise. Alé toe, kom al hier.	0.682822087572,0.620697007159,0.706154301568
250	Hele domme fout van mij. Ja ik geef het eerlijk toe. Maar ik vind gewoon dat ik overdreven gestraft word.	0.339162092843,0.570412097386,0.559924631361
251	Yes, ondergoed. Handdoeken. Ma Kkitsch toch of nie? Da vink er echt over, da bed.	0.554367573579,0.808332101394,0.684317411152
252	Ze zijn medu ant lachen Bessie.	0.449515160294,0.472932182963,0.357454326452
253	Dus tis eiglik verkeerd gelopen deze keer met euhm een gesprek in de cel die een beetje geëscaleerd is blijkbaar. En dan ister vastgesteld da jij een koffiekop in een sok wilde steken als slagwapen.	0.368819006646,0.268517339667,0.482800906398
254	Dees is zot. Letterlijk.	0.683435460799,0.619865503638,0.341029911938
255	Kga de tv afzetten.	0.633337481305,0.0464216212107,0.560534582471
256	Ze maken een crimineel van mensen. Echt. Mensen komen binnen soms voor niks. Na een jaar, twee jaar ze komen buiten, onschuldig verklaard. Ze zijn alles kwijt: vrouw, kinderen, werk, dit dat. Wat moeten ze dan gaan doen? Wat moeten ze dan gaan doen? Negen van de tien tuurlijk gaan die het criminele pad op omdat ze geen uitweg meer zien. Dus ja, we zullen zien eh.	0.186283261127,0.884405699834,0.641014084063
257	Ja den openingsdans was euh vrij intiem, vrij fijn. Ja nie vrij, was gewoon heel fijn. Zelf om, om haar dicht tegen mij te hebben. Twas euh… tgaf mij een goed gevoel. Ja twas nen warme dans. Twas euh oprecht. Kdenk dat da het voornaamste was.	0.852325318901,0.501005321999,0.522863677753
258	Ewel girlpower.	0.695079073546,0.261077136689,0.681403742467
259	Twas wel zo en ze hebben mij ton opgepakt. Een beetje jammer wel, aja, ma tis beter dak der vanaf ben, want dan kan ik terug me mn leven beginnen eh.	0.579349137238,0.393813168661,0.418135413104
26	Eigenlijk was da verhoor gewoon voor slagen en verwondingen, maar ze zeiden ineens: ja tis iets anders geworden dusja... Da was wel efkes…	0.248864051255,0.216447307649,0.220643858236
341	Gij hebt schrik van honden heb ik gehoord.	0.534459971382,0.141429396872,0.49216725398
342	Nee, zeker niet, want ik zit hier nog steeds.	0.454467790618,0.374305690812,0.429462581697
343	Tis hier zo donker.	0.490960049248,0.261434525194,0.442011291494
344	Die z’n hart staat op de juiste plaats eh en ik eb gewoon zo iets van oke we moeten hier effe de balans zoeken. En dan gaat da wel terug goed komen.	0.723491363442,0.466759529334,0.757330098732
345	Amai. Wa voor beesten staan hier jong? Goh goh.	0.566139258672,0.745695386265,0.383744202299
346	Ik kan echt nie zo me mijn handen eten.	0.405511152124,0.514586379836,0.34590331541
